Creating test database for alias 'default'...
Destroying test database for alias 'default'...
         10024283 function calls (9818849 primitive calls) in 10.741 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 models.py:220(__init__)
        8    0.000    0.000    0.000    0.000 widgets.py:267(__init__)
       62    0.000    0.000    0.000    0.000 sre_parse.py:205(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:703(parse_template)
        1    0.000    0.000    0.000    0.000 filecmp.py:10(<module>)
        2    0.000    0.000    0.000    0.000 base.py:52(__init__)
      117    0.000    0.000    0.000    0.000 models.py:1698(is_outcable)
        1    0.000    0.000    0.000    0.000 models.py:459(AnonymousUser)
        2    0.000    0.000    0.000    0.000 signals.py:1(code_resource_revision_post_delete)
        1    0.000    0.000    0.000    0.000 safestring.py:108(mark_safe)
       18    0.000    0.000    0.000    0.000 <string>:8(__new__)
       24    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 __init__.py:132(deactivate)
        1    0.000    0.000    0.000    0.000 __init__.py:162(to_locale)
       19    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       22    0.000    0.000    0.000    0.000 optparse.py:679(_check_dest)
        1    0.000    0.000    0.000    0.000 tempfile.py:148(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 safestring.py:35(SafeBytes)
       16    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 shutil.py:54(_samefile)
        1    0.000    0.000    0.000    0.000 client.py:383(__init__)
        1    0.000    0.000    0.000    0.000 test.py:35(__init__)
       10    0.000    0.000    0.000    0.000 models.py:1671(parent_run)
        7    0.000    0.000    0.000    0.000 trans_real.py:67(to_language)
        6    0.000    0.000    0.000    0.000 models.py:1594(inputs)
        3    0.000    0.000    0.000    0.000 trans_real.py:50(to_locale)
        1    0.000    0.000    0.000    0.000 ipv6.py:4(<module>)
        9    0.000    0.000    0.000    0.000 ElementTree.py:1077(_escape_attrib)
       22    0.000    0.000    0.000    0.000 optparse.py:630(_check_action)
        1    0.000    0.000    0.000    0.000 __init__.py:922(_open)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formats.py:4(<module>)
       58    0.000    0.000    0.000    0.000 {imp.release_lock}
      114    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       93    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 safestring.py:13(EscapeBytes)
       54    0.000    0.000    0.000    0.000 {method 'has_key' of 'dict' objects}
       81    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formsets.py:43(BaseFormSet)
       70    0.000    0.000    0.000    0.000 tree.py:80(_prepare_data)
       24    0.000    0.000    0.000    0.000 __init__.py:96(configured)
       17    0.000    0.000    0.000    0.000 functional.py:43(__init__)
        2    0.000    0.000    0.000    0.000 tempfile.py:48(_set_cloexec)
        2    0.000    0.000    0.000    0.000 crypto.py:111(_long_to_bin)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
       48    0.000    0.000    0.000    0.000 threading.py:569(isSet)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
       46    0.000    0.000    0.000    0.000 query.py:1501(clear_select_fields)
        2    0.000    0.000    0.000    0.000 __init__.py:72(parse_backend_conf)
        1    0.000    0.000    0.000    0.000 handler.py:10(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:125(_handleClassSetUp)
       18    0.000    0.000    0.000    0.000 optparse.py:981(_check_conflict)
        7    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 query.py:90(Query)
        1    0.000    0.000    0.000    0.000 UserDict.py:62(setdefault)
        1    0.000    0.000    0.000    0.000 tests.py:224(DatatypeTests)
       21    0.000    0.000    0.000    0.000 itercompat.py:13(is_iterable)
       81    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        8    0.000    0.000    0.000    0.000 weakref.py:262(__new__)
        1    0.000    0.000    0.000    0.000 testcases.py:212(_post_teardown)
        1    0.000    0.000    0.000    0.000 threading.py:640(Thread)
        1    0.000    0.000    0.000    0.000 storage.py:280(get_storage_class)
        3    0.000    0.000    0.000    0.000 __init__.py:327(set_autocommit)
        1    0.000    0.000    0.000    0.000 constants.py:4(<module>)
       18    0.000    0.000    0.000    0.000 tempfile.py:216(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 case.py:133(TestCase)
        3    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        2    0.000    0.000    0.000    0.000 optparse.py:933(__init__)
        2    0.000    0.000    0.000    0.000 models.py:1089(_set_queryset)
        1    0.000    0.000    0.000    0.000 request.py:34(HttpRequest)
        3    0.000    0.000    0.000    0.000 utils.py:212(all)
        1    0.000    0.000    0.000    0.000 runner.py:137(_makeResult)
        1    0.000    0.000    0.000    0.000 __init__.py:1294(removeHandler)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.000    0.000 query.py:30(QuerySet)
        1    0.000    0.000    0.000    0.000 config.py:654(configure_formatter)
       29    0.000    0.000    0.000    0.000 {_struct.unpack}
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        5    0.000    0.000    0.000    0.000 related.py:913(__init__)
        8    0.000    0.000    0.000    0.000 weakref.py:267(__init__)
        1    0.000    0.000    0.000    0.000 numberformat.py:1(<module>)
        8    0.000    0.000    0.000    0.000 weakref.py:282(__init__)
        1    0.000    0.000    0.000    0.000 smartif.py:68(prefix)
       32    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {_io.open}
        1    0.000    0.000    0.000    0.000 models.py:304(has_basic_constraints)
        1    0.000    0.000    0.000    0.000 options.py:28(Options)
        1    0.000    0.000    0.000    0.000 cmd.py:46(<module>)
        2    0.000    0.000    0.000    0.000 models.py:139(normalize_email)
        1    0.000    0.000    0.000    0.000 timesince.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        2    0.000    0.000    0.000    0.000 optparse.py:838(__init__)
        1    0.000    0.000    0.000    0.000 case.py:180(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        1    0.000    0.000    0.000    0.000 testcases.py:219(_urlconf_teardown)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
        1    0.000    0.000    0.000    0.000 dispatcher.py:265(_remove_receiver)
        1    0.000    0.000    0.000    0.000 safestring.py:69(SafeText)
        1    0.000    0.000    0.000    0.000 pdb.py:59(Pdb)
        4    0.000    0.000    0.000    0.000 widgets.py:462(__init__)
        1    0.000    0.000    0.000    0.000 posixpath.py:160(samefile)
       18    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
        1    0.000    0.000    0.000    0.000 aggregates.py:39(add_to_query)
       18    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
        2    0.000    0.000    0.000    0.000 models.py:109(clear_site_cache)
        1    0.000    0.000    0.000    0.000 locale.py:347(_replace_encoding)
        1    0.000    0.000    0.000    0.000 zipfile.py:709(ZipFile)
       22    0.000    0.000    0.000    0.000 optparse.py:694(_check_const)
        3    0.000    0.000    0.000    0.000 StringIO.py:54(__init__)
        1    0.000    0.000    0.000    0.000 Cookie.py:579(__set)
        1    0.000    0.000    0.000    0.000 runner.py:152(dependency_ordered)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        2    0.000    0.000    0.000    0.000 loaddata.py:242(parse_name)
        1    0.000    0.000    0.000    0.000 saferef.py:37(BoundMethodWeakref)
       29    0.000    0.000    0.000    0.000 fields.py:164(widget_attrs)
        1    0.000    0.000    0.000    0.000 ElementTree.py:224(makeelement)
        3    0.000    0.000    0.000    0.000 functional.py:230(__init__)
        3    0.000    0.000    0.000    0.000 decorators.py:63(decorator_from_middleware)
        1    0.000    0.000    0.000    0.000 runner.py:36(__init__)
        9    0.000    0.000    0.000    0.000 ElementTree.py:842(encode)
       27    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       12    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
       30    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 multipart.py:5(<module>)
        1    0.000    0.000    0.000    0.000 related.py:1144(ForeignKey)
        2    0.000    0.000    0.000    0.000 models.py:1105(_get_choices)
       22    0.000    0.000    0.000    0.000 optparse.py:666(_check_choice)
        1    0.000    0.000    0.000    0.000 models.py:298(has_prototype)
        1    0.000    0.000    0.000    0.000 __init__.py:267(enter_transaction_management)
        2    0.000    0.000    0.000    0.000 __init__.py:32(__init__)
        5    0.000    0.000    0.000    0.000 optparse.py:765(check_value)
       13    0.000    0.000    0.000    0.000 UserDict.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 decorators.py:15(method_decorator)
        1    0.000    0.000    0.000    0.000 signals.py:49(installHandler)
       35    0.000    0.000    0.000    0.000 base.py:204(pk_default_value)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
        1    0.000    0.000    0.000    0.000 threading.py:575(set)
        1    0.000    0.000    0.000    0.000 BaseHTTPServer.py:114(BaseHTTPRequestHandler)
       67    0.000    0.000    0.000    0.000 __init__.py:766(deferrable_sql)
       27    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        9    0.000    0.000    0.000    0.000 base.py:1063(dec)
        3    0.000    0.000    0.000    0.000 testcases.py:755(_databases_names)
        1    0.000    0.000    0.000    0.000 suite.py:165(_handleModuleFixture)
       24    0.000    0.000    0.000    0.000 _abcoll.py:26(<genexpr>)
        4    0.000    0.000    0.000    0.000 suite.py:11(_call_if_exists)
        3    0.000    0.000    0.000    0.000 six.py:429(iterkeys)
        5    0.000    0.000    0.000    0.000 functools.py:56(<lambda>)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
       10    0.000    0.000    0.000    0.000 _doctest.py:147(register_optionflag)
       20    0.000    0.000    0.000    0.000 base.py:152(__init__)
        1    0.000    0.000    0.000    0.000 safestring.py:19(EscapeText)
        9    0.000    0.000    0.000    0.000 UserDict.py:18(__getitem__)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 <string>:1(FieldInfo)
        2    0.000    0.000    0.000    0.000 optparse.py:1277(set_usage)
        2    0.000    0.000    0.000    0.000 ElementTree.py:207(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1124(setLevel)
        3    0.000    0.000    0.000    0.000 widgets.py:493(__init__)
       10    0.000    0.000    0.000    0.000 runner.py:17(__getattr__)
       12    0.000    0.000    0.000    0.000 subprocess.py:458(_cleanup)
        2    0.000    0.000    0.000    0.000 optparse.py:779(process)
        1    0.000    0.000    0.000    0.000 <string>:1(JoinInfo)
        1    0.000    0.000    0.000    0.000 mimetypes.py:382(_default_mime_types)
       12    0.000    0.000    0.000    0.000 {posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 base.py:322(Model)
        1    0.000    0.000    0.000    0.000 Cookie.py:676(value_encode)
        1    0.000    0.000    0.000    0.000 runner.py:211(partition_suite)
        1    0.000    0.000    0.000    0.000 dbapi2.py:55(register_adapters_and_converters)
        2    0.000    0.000    0.000    0.000 creation.py:75(test_db_signature)
        1    0.000    0.000    0.000    0.000 related.py:941(ForeignObject)
        2    0.000    0.000    0.000    0.000 related.py:493(ManyRelatedManager)
        8    0.000    0.000    0.000    0.000 {method 'index' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 settings.py:11(<module>)
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dictproxy' objects}
        6    0.000    0.000    0.000    0.000 {method 'create_function' of 'sqlite3.Connection' objects}
        3    0.000    0.000    0.000    0.000 suite.py:19(__init__)
       37    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        3    0.000    0.000    0.000    0.000 os.py:510(getenv)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
       12    0.000    0.000    0.000    0.000 models.py:142(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:1310(TimeField)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 __init__.py:815(DateTimeField)
        1    0.000    0.000    0.000    0.000 __init__.py:1385(URLField)
        1    0.000    0.000    0.000    0.000 Cookie.py:312(_quote)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 <string>:1(PathInfo)
        1    0.000    0.000    0.000    0.000 importlib.py:2(<module>)
        1    0.000    0.000    0.000    0.000 base.py:30(SessionBase)
        1    0.000    0.000    0.000    0.000 files.py:14(FieldFile)
        2    0.000    0.000    0.000    0.000 urlresolvers.py:573(set_urlconf)
        1    0.000    0.000    0.000    0.000 __init__.py:180(close)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 handlers.py:635(SysLogHandler)
       22    0.000    0.000    0.000    0.000 optparse.py:709(_check_callback)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 manager.py:58(Manager)
        1    0.000    0.000    0.000    0.000 tests.py:1685(DatatypeCheckBasicConstraints)
        1    0.000    0.000    0.000    0.000 models.py:1054(ModelChoiceField)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 decoder.py:304(__init__)
       12    0.000    0.000    0.000    0.000 {posix.WEXITSTATUS}
        9    0.000    0.000    0.000    0.000 {_sqlite3.register_converter}
        1    0.000    0.000    0.000    0.000 testcases.py:205(_urlconf_setup)
       10    0.000    0.000    0.000    0.000 __init__.py:954(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        6    0.000    0.000    0.000    0.000 case.py:210(addTypeEqualityFunc)
        6    0.000    0.000    0.000    0.000 trans_real.py:85(merge)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:44(DOMBuilder)
        1    0.000    0.000    0.000    0.000 query.py:1020(_setup_aggregate_query)
        1    0.000    0.000    0.000    0.000 testcases.py:156(SimpleTestCase)
        1    0.000    0.000    0.000    0.000 __init__.py:1378(__init__)
        1    0.000    0.000    0.000    0.000 base.py:316(get_connection_params)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:923(DecimalField)
       38    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        4    0.000    0.000    0.000    0.000 utils.py:209(__iter__)
        1    0.000    0.000    0.000    0.000 widgets.py:322(ClearableFileInput)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 minidom.py:1474(Document)
        1    0.000    0.000    0.000    0.000 response.py:90(HttpResponseBase)
        1    0.000    0.000    0.000    0.000 files.py:208(FileField)
        1    0.000    0.000    0.000    0.000 __init__.py:680(BaseDatabaseOperations)
       30    0.000    0.000    0.000    0.000 files.py:52(_del_file)
        1    0.000    0.000    0.000    0.000 __init__.py:291(leave_transaction_management)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        2    0.000    0.000    0.000    0.000 manager.py:278(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:647(Popen)
        6    0.000    0.000    0.000    0.000 saferef.py:136(calculateKey)
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 options.py:84(BaseModelAdmin)
        1    0.000    0.000    0.000    0.000 fields.py:430(TimeField)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 fields.py:748(ChoiceField)
        2    0.000    0.000    0.000    0.000 suite.py:200(_handleModuleTearDown)
        1    0.000    0.000    0.000    0.000 signals.py:57(removeHandler)
        1    0.000    0.000    0.000    0.000 forms.py:405(BoundField)
        1    0.000    0.000    0.000    0.000 hex_codec.py:70(getregentry)
       22    0.000    0.000    0.000    0.000 optparse.py:700(_check_nargs)
        2    0.000    0.000    0.000    0.000 weakref.py:127(get)
        1    0.000    0.000    0.000    0.000 __init__.py:530(BaseDatabaseFeatures)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 fields.py:46(Field)
        1    0.000    0.000    0.000    0.000 client.py:205(__init__)
        3    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 hotrunner.py:69(startTest)
        7    0.000    0.000    0.000    0.000 base.py:1049(__init__)
       34    0.000    0.000    0.000    0.000 validators.py:215(<lambda>)
        2    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
        1    0.000    0.000    0.000    0.000 minidom.py:630(Element)
        1    0.000    0.000    0.000    0.000 tests.py:645(RunStepTests)
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 base64.py:42(b64encode)
        1    0.000    0.000    0.000    0.000 creation.py:18(BaseDatabaseCreation)
        1    0.000    0.000    0.000    0.000 bdb.py:14(Bdb)
        2    0.000    0.000    0.000    0.000 query.py:699(<genexpr>)
        1    0.000    0.000    0.000    0.000 Cookie.py:429(__init__)
        1    0.000    0.000    0.000    0.000 models.py:448(User)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        2    0.000    0.000    0.000    0.000 config.py:370(__init__)
        1    0.000    0.000    0.000    0.000 base.py:90(DatabaseFeatures)
       48    0.000    0.000    0.000    0.000 validators.py:193(<lambda>)
        1    0.000    0.000    0.000    0.000 functional.py:218(LazyObject)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 result.py:40(__init__)
        5    0.000    0.000    0.000    0.000 {_struct.calcsize}
        1    0.000    0.000    0.000    0.000 models.py:35(Meta)
        1    0.000    0.000    0.000    0.000 __init__.py:721(DateField)
        4    0.000    0.000    0.000    0.000 suite.py:56(addTests)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
       46    0.000    0.000    0.000    0.000 __init__.py:692(autoinc_sql)
        1    0.000    0.000    0.000    0.000 models.py:1148(ModelMultipleChoiceField)
        1    0.000    0.000    0.000    0.000 HTMLParser.py:75(HTMLParser)
        1    0.000    0.000    0.000    0.000 models.py:135(Meta)
        5    0.000    0.000    0.000    0.000 __init__.py:707(setLevel)
       12    0.000    0.000    0.000    0.000 {posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 base.py:198(usage)
        1    0.000    0.000    0.000    0.000 forms.py:73(BaseForm)
        1    0.000    0.000    0.000    0.000 fields.py:641(URLField)
        2    0.000    0.000    0.000    0.000 {_struct.pack}
        1    0.000    0.000    0.000    0.000 hex_codec.py:27(hex_decode)
        2    0.000    0.000    0.000    0.000 models.py:44(Meta)
        1    0.000    0.000    0.000    0.000 __init__.py:222(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:19(SQLCompiler)
        3    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        5    0.000    0.000    0.000    0.000 UserDict.py:26(clear)
        1    0.000    0.000    0.000    0.000 wsgi.py:75(WSGIRequest)
        1    0.000    0.000    0.000    0.000 response.py:10(SimpleTemplateResponse)
        1    0.000    0.000    0.000    0.000 options.py:1575(InlineModelAdmin)
       39    0.000    0.000    0.000    0.000 __init__.py:601(validate)
        3    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(<module>)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 client.py:365(Client)
        1    0.000    0.000    0.000    0.000 datastructures.py:118(SortedDict)
        5    0.000    0.000    0.000    0.000 related.py:744(__init__)
        2    0.000    0.000    0.000    0.000 optparse.py:1243(_create_option_list)
        1    0.000    0.000    0.000    0.000 <string>:1(SelectInfo)
        1    0.000    0.000    0.000    0.000 client.py:88(__init__)
        2    0.000    0.000    0.000    0.000 suite.py:46(addTest)
        1    0.000    0.000    0.000    0.000 contextlib.py:21(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:572(AutoField)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:233(RegexURLResolver)
        1    0.000    0.000    0.000    0.000 utils.py:1(FileProxyMixin)
       18    0.000    0.000    0.000    0.000 models.py:838(is_cable)
        1    0.000    0.000    0.000    0.000 dateformat.py:117(DateFormat)
        1    0.000    0.000    0.000    0.000 tempfile.py:501(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 saxutils.py:109(XMLGenerator)
        1    0.000    0.000    0.000    0.000 tests.py:527(CodeResourceRevisionTests)
        8    0.000    0.000    0.000    0.000 models.py:425(is_method)
        1    0.000    0.000    0.000    0.000 related.py:786(ReverseManyRelatedObjectsDescriptor)
        1    0.000    0.000    0.000    0.000 {_codecs.lookup}
        1    0.000    0.000    0.000    0.000 saxutils.py:196(XMLFilterBase)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 fields.py:834(MultipleChoiceField)
        1    0.000    0.000    0.000    0.000 utils.py:216(ConnectionRouter)
        2    0.000    0.000    0.000    0.000 string.py:482(translate)
        1    0.000    0.000    0.000    0.000 utils.py:150(databases)
        1    0.000    0.000    0.000    0.000 models.py:988(InlineForeignKeyField)
       12    0.000    0.000    0.000    0.000 models.py:126(is_pipeline)
        1    0.000    0.000    0.000    0.000 HTMLParser.py:57(HTMLParseError)
        6    0.000    0.000    0.000    0.000 files.py:150(__init__)
        1    0.000    0.000    0.000    0.000 expressions.py:7(ExpressionNode)
        3    0.000    0.000    0.000    0.000 suite.py:37(__iter__)
        7    0.000    0.000    0.000    0.000 dispatcher.py:285(receiver)
       10    0.000    0.000    0.000    0.000 config.py:108(_encoded)
        1    0.000    0.000    0.000    0.000 execute.py:34(Sandbox)
        3    0.000    0.000    0.000    0.000 base.py:381(_set_autocommit)
        1    0.000    0.000    0.000    0.000 expatreader.py:84(ExpatParser)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 runner.py:127(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:141(ConnectionHandler)
        1    0.000    0.000    0.000    0.000 models.py:533(BaseModelFormSet)
        1    0.000    0.000    0.000    0.000 filecmp.py:77(dircmp)
       19    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
        3    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        1    0.000    0.000    0.000    0.000 dateformat.py:40(TimeFormat)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 cgi.py:352(FieldStorage)
        1    0.000    0.000    0.000    0.000 request.py:270(QueryDict)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        2    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 datastructures.py:264(MultiValueDict)
        1    0.000    0.000    0.000    0.000 tests.py:2015(RunOutputCableTests)
        1    0.000    0.000    0.000    0.000 __init__.py:125(deserialize)
       12    0.000    0.000    0.000    0.000 {gc.disable}
        1    0.000    0.000    0.000    0.000 base.py:521(FilterExpression)
        7    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 ElementTree.py:171(Element)
        1    0.000    0.000    0.000    0.000 tests.py:1818(MethodTests)
       12    0.000    0.000    0.000    0.000 {gc.isenabled}
        1    0.000    0.000    0.000    0.000 __init__.py:625(BooleanField)
        1    0.000    0.000    0.000    0.000 fields.py:452(DateTimeField)
        1    0.000    0.000    0.000    0.000 models.py:126(Meta)
        1    0.000    0.000    0.000    0.000 transaction.py:123(get_autocommit)
        1    0.000    0.000    0.000    0.000 contextlib.py:82(helper)
        2    0.000    0.000    0.000    0.000 {signal.signal}
        1    0.000    0.000    0.000    0.000 related.py:1356(ManyToManyField)
        1    0.000    0.000    0.000    0.000 Cookie.py:449(set)
        1    0.000    0.000    0.000    0.000 fields.py:933(MultiValueField)
        3    0.000    0.000    0.000    0.000 config.py:278(valid_ident)
        1    0.000    0.000    0.000    0.000 response.py:320(HttpResponse)
        1    0.000    0.000    0.000    0.000 minidom.py:454(NamedNodeMap)
        1    0.000    0.000    0.000    0.000 ssl.py:196(SSLSocket)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        5    0.000    0.000    0.000    0.000 filters.py:137(register)
        1    0.000    0.000    0.000    0.000 collections.py:387(Counter)
       56    0.000    0.000    0.000    0.000 creation.py:36(sql_for_pending_references)
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        1    0.000    0.000    0.000    0.000 __init__.py:1097(Logger)
        1    0.000    0.000    0.000    0.000 base.py:368(TokenParser)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        6    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        7    0.000    0.000    0.000    0.000 __init__.py:636(get_internal_type)
        1    0.000    0.000    0.000    0.000 __init__.py:1143(GenericIPAddressField)
       80    0.000    0.000    0.000    0.000 global_settings.py:6(<lambda>)
        5    0.000    0.000    0.000    0.000 related.py:928(is_hidden)
        1    0.000    0.000    0.000    0.000 base.py:51(BaseCache)
        1    0.000    0.000    0.000    0.000 __init__.py:1121(IPAddressField)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(ValidationError)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:147(LocaleRegexProvider)
        1    0.000    0.000    0.000    0.000 related.py:1283(OneToOneField)
        1    0.000    0.000    0.000    0.000 validators.py:17(RegexValidator)
        1    0.000    0.000    0.000    0.000 base.py:115(Template)
        1    0.000    0.000    0.000    0.000 base.py:282(DatabaseWrapper)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 runner.py:50(startTest)
        1    0.000    0.000    0.000    0.000 __init__.py:646(Handler)
        1    0.000    0.000    0.000    0.000 utils.py:223(routers)
        1    0.000    0.000    0.000    0.000 headers.py:30(Headers)
        1    0.000    0.000    0.000    0.000 contextlib.py:15(__enter__)
        1    0.000    0.000    0.000    0.000 utils.py:142(__init__)
        1    0.000    0.000    0.000    0.000 testcases.py:75(restore_transaction_methods)
        1    0.000    0.000    0.000    0.000 files.py:321(ImageField)
        1    0.000    0.000    0.000    0.000 UserDict.py:40(items)
        3    0.000    0.000    0.000    0.000 saferef.py:165(__eq__)
        3    0.000    0.000    0.000    0.000 decorators.py:85(_make_decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:1080(_fixupChildren)
        1    0.000    0.000    0.000    0.000 minidom.py:33(Node)
        1    0.000    0.000    0.000    0.000 __init__.py:1037(FloatField)
        1    0.000    0.000    0.000    0.000 sites.py:45(__init__)
        2    0.000    0.000    0.000    0.000 optparse.py:1471(_match_long_opt)
        1    0.000    0.000    0.000    0.000 fields.py:259(FloatField)
