Creating test database for alias 'default'...
Destroying test database for alias 'default'...
         10024283 function calls (9818849 primitive calls) in 10.741 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 errors.py:9(MessageError)
        1    0.000    0.000    0.000    0.000 forms.py:28(ReadOnlyPasswordHashWidget)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 regex_helper.py:29(Choice)
        1    0.000    0.000    0.000    0.000 defaulttags.py:84(DebugNode)
        3    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 signing.py:50(BadSignature)
        1    0.000    0.000    0.000    0.000 widgets.py:276(AdminTextareaWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:633(RadioInput)
        1    0.000    0.000    0.000    0.000 widgets.py:695(CheckboxFieldRenderer)
        1    0.000    0.000    0.000    0.000 __init__.py:25(TranslatorCommentWarning)
        1    0.000    0.000    0.000    0.000 base.py:16(DeserializationError)
        1    0.000    0.000    0.000    0.000 errors.py:50(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 __init__.py:120(ValidationErr)
        1    0.000    0.000    0.000    0.000 decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 widgets.py:297(AdminURLFieldWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:438(TimeInput)
        1    0.000    0.000    0.000    0.000 db.py:19(Options)
        1    0.000    0.000    0.000    0.000 models.py:34(SiteProfileNotAvailable)
        1    0.000    0.000    0.000    0.000 urllib.py:1003(addinfourl)
        1    0.000    0.000    0.000    0.000 decimal.py:3748(_ContextManager)
        1    0.000    0.000    0.000    0.000 __init__.py:28(Empty)
        1    0.000    0.000    0.000    0.000 config.py:318(ConvertingDict)
        1    0.000    0.000    0.000    0.000 six.py:311(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedAttribute)
        3    0.000    0.000    0.000    0.000 {abs}
        1    0.000    0.000    0.000    0.000 widgets.py:275(HiddenInput)
        1    0.000    0.000    0.000    0.000 multipartparser.py:26(InputStreamExhausted)
        1    0.000    0.000    0.000    0.000 Cookie.py:681(SerialCookie)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1674(NullHandler)
        1    0.000    0.000    0.000    0.000 aggregates.py:61(Avg)
        1    0.000    0.000    0.000    0.000 aggregates.py:117(Sum)
        1    0.000    0.000    0.000    0.000 csrf.py:30(_EnsureCsrfCookie)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 dateformat.py:30(Formatter)
        1    0.000    0.000    0.000    0.000 defaulttags.py:258(IfEqualNode)
        1    0.000    0.000    0.000    0.000 errors.py:47(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 hashers.py:263(PBKDF2SHA1PasswordHasher)
        1    0.000    0.000    0.000    0.000 models.py:108(Meta)
        1    0.000    0.000    0.000    0.000 ElementTree.py:138(ParseError)
        1    0.000    0.000    0.000    0.000 compiler.py:1082(SQLDateTimeCompiler)
        1    0.000    0.000    0.000    0.000 forms.py:397(Form)
        1    0.000    0.000    0.000    0.000 manager.py:51(RenameManagerMethods)
        1    0.000    0.000    0.000    0.000 where.py:23(EmptyShortCircuit)
        1    0.000    0.000    0.000    0.000 exceptions.py:58(MiddlewareNotUsed)
        1    0.000    0.000    0.000    0.000 subqueries.py:181(InsertQuery)
        1    0.000    0.000    0.000    0.000 models.py:219(ModelFormOptions)
        1    0.000    0.000    0.000    0.000 __init__.py:105(InvalidStateErr)
        1    0.000    0.000    0.000    0.000 urllib.py:993(addinfo)
        1    0.000    0.000    0.000    0.000 paginator.py:7(InvalidPage)
        1    0.000    0.000    0.000    0.000 SocketServer.py:611(ThreadingTCPServer)
        1    0.000    0.000    0.000    0.000 hashers.py:389(MD5PasswordHasher)
        1    0.000    0.000    0.000    0.000 _doctest.py:408(Example)
        3    0.000    0.000    0.000    0.000 {method 'iterkeys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 manager.py:265(SwappedManagerDescriptor)
        1    0.000    0.000    0.000    0.000 cgi.py:783(FormContentDict)
        1    0.000    0.000    0.000    0.000 forms.py:137(Meta)
        1    0.000    0.000    0.000    0.000 options.py:197(add_virtual_field)
        1    0.000    0.000    0.000    0.000 utils.py:51(NotSupportedError)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 loader.py:74(LoaderOrigin)
        1    0.000    0.000    0.000    0.000 urllib.py:949(addbase)
        1    0.000    0.000    0.000    0.000 six.py:247(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        1    0.000    0.000    0.000    0.000 testcases.py:932(QuietWSGIRequestHandler)
        1    0.000    0.000    0.000    0.000 minidom.py:1126(Comment)
        1    0.000    0.000    0.000    0.000 threading.py:1128(_DummyThread)
        1    0.000    0.000    0.000    0.000 options.py:1746(TabularInline)
        1    0.000    0.000    0.000    0.000 models.py:1028(ModelChoiceIterator)
        1    0.000    0.000    0.000    0.000 utils.py:137(ConnectionDoesNotExist)
        1    0.000    0.000    0.000    0.000 decimal.py:360(Underflow)
        1    0.000    0.000    0.000    0.000 filters.py:223(BooleanFieldListFilter)
        6    0.000    0.000    0.000    0.000 files.py:232(get_internal_type)
        1    0.000    0.000    0.000    0.000 aggregates.py:67(Max)
        1    0.000    0.000    0.000    0.000 files.py:313(ImageFieldFile)
        1    0.000    0.000    0.000    0.000 exceptions.py:63(ImproperlyConfigured)
        1    0.000    0.000    0.000    0.000 aggregates.py:73(StdDev)
        1    0.000    0.000    0.000    0.000 utils.py:48(ContextList)
        1    0.000    0.000    0.000    0.000 html.py:142(RootElement)
        1    0.000    0.000    0.000    0.000 response.py:6(ContentNotRenderedError)
        1    0.000    0.000    0.000    0.000 where.py:388(SubqueryConstraint)
        1    0.000    0.000    0.000    0.000 finders.py:172(BaseStorageFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(get_internal_type)
        1    0.000    0.000    0.000    0.000 pdb.py:18(Restart)
        1    0.000    0.000    0.000    0.000 widgets.py:384(Textarea)
        1    0.000    0.000    0.000    0.000 utils.py:23(InterfaceError)
        1    0.000    0.000    0.000    0.000 __init__.py:536(Filter)
        1    0.000    0.000    0.000    0.000 SocketServer.py:610(ThreadingUDPServer)
        1    0.000    0.000    0.000    0.000 case.py:245(tearDownClass)
        1    0.000    0.000    0.000    0.000 defaulttags.py:63(CycleNode)
        1    0.000    0.000    0.000    0.000 fields.py:876(TypedMultipleChoiceField)
        1    0.000    0.000    0.000    0.000 cache.py:165(CacheMiddleware)
        1    0.000    0.000    0.000    0.000 timezone.py:98(LocalTimezone)
        1    0.000    0.000    0.000    0.000 csrf.py:14(_EnsureCsrfToken)
        1    0.000    0.000    0.000    0.000 smartif.py:73(Operator)
        1    0.000    0.000    0.000    0.000 SocketServer.py:607(ForkingUDPServer)
        1    0.000    0.000    0.000    0.000 config.py:343(ConvertingTuple)
        1    0.000    0.000    0.000    0.000 multipartparser.py:23(MultiPartParserError)
        1    0.000    0.000    0.000    0.000 where.py:315(EverythingNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:375(NowNode)
        1    0.000    0.000    0.000    0.000 decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 handlers.py:597(DatagramHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:23(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:21(BoundaryError)
        1    0.000    0.000    0.000    0.000 storage.py:23(StaticFilesStorage)
        1    0.000    0.000    0.000    0.000 errors.py:25(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 pulldom.py:202(ErrorHandler)
        1    0.000    0.000    0.000    0.000 util.py:26(ErrorDict)
        1    0.000    0.000    0.000    0.000 __init__.py:810(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:948(PlaceHolder)
        1    0.000    0.000    0.000    0.000 options.py:52(IncorrectLookupParameters)
        1    0.000    0.000    0.000    0.000 _doctest.py:2656(_TestClass)
        1    0.000    0.000    0.000    0.000 _exceptions.py:105(SAXNotRecognizedException)
        1    0.000    0.000    0.000    0.000 fields.py:1030(FilePathField)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 regex_helper.py:41(NonCapture)
        1    0.000    0.000    0.000    0.000 six.py:230(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 {method 'tostring' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 query.py:887(_setup_aggregate_query)
        1    0.000    0.000    0.000    0.000 six.py:80(_LazyDescr)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 simple.py:233(DjangoTestSuiteRunner)
        1    0.000    0.000    0.000    0.000 hex_codec.py:65(StreamReader)
        1    0.000    0.000    0.000    0.000 SocketServer.py:625(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 models.py:21(Meta)
        1    0.000    0.000    0.000    0.000 multipart.py:13(MIMEMultipart)
        1    0.000    0.000    0.000    0.000 utils.py:407(IgnoreDeprecationWarningsMixin)
        1    0.000    0.000    0.000    0.000 decimal.py:184(Clamped)
        1    0.000    0.000    0.000    0.000 hex_codec.py:62(StreamWriter)
        2    0.000    0.000    0.000    0.000 __init__.py:754(setFormatter)
        1    0.000    0.000    0.000    0.000 filters.py:353(AllValuesFieldListFilter)
        1    0.000    0.000    0.000    0.000 SocketServer.py:714(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1372(RootLogger)
        1    0.000    0.000    0.000    0.000 base.py:20(CommandError)
        1    0.000    0.000    0.000    0.000 runner.py:14(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(FieldError)
        1    0.000    0.000    0.000    0.000 deletion.py:9(ProtectedError)
        1    0.000    0.000    0.000    0.000 json.py:79(DjangoJSONEncoder)
        1    0.000    0.000    0.000    0.000 generic.py:248(ReverseGenericRelatedObjectsDescriptor)
        1    0.000    0.000    0.000    0.000 cookie.py:23(SimpleCookie)
        1    0.000    0.000    0.000    0.000 six.py:202(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(DjangoRuntimeWarning)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 __init__.py:96(NotFoundErr)
        1    0.000    0.000    0.000    0.000 __init__.py:81(HierarchyRequestErr)
        1    0.000    0.000    0.000    0.000 defaulttags.py:92(FilterNode)
        1    0.000    0.000    0.000    0.000 loader_tags.py:17(BlockContext)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(PermissionDenied)
        1    0.000    0.000    0.000    0.000 compiler.py:1036(SQLAggregateCompiler)
        1    0.000    0.000    0.000    0.000 related.py:145(RenameRelatedObjectDescriptorMethods)
        1    0.000    0.000    0.000    0.000 decimal.py:299(Rounded)
        1    0.000    0.000    0.000    0.000 response.py:492(HttpResponseBadRequest)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        4    0.000    0.000    0.000    0.000 __init__.py:1049(get_internal_type)
        1    0.000    0.000    0.000    0.000 paginator.py:15(EmptyPage)
        1    0.000    0.000    0.000    0.000 aggregates.py:22(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:907(SQLDeleteCompiler)
        1    0.000    0.000    0.000    0.000 where.py:307(EmptyWhere)
        1    0.000    0.000    0.000    0.000 saferef.py:189(BoundNonDescriptorMethodWeakref)
        1    0.000    0.000    0.000    0.000 calendar.py:488(TimeEncoding)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 cgi.py:865(FormContent)
        1    0.000    0.000    0.000    0.000 files.py:292(ImageFileDescriptor)
        2    0.000    0.000    0.000    0.000 models.py:1086(_get_queryset)
        1    0.000    0.000    0.000    0.000 __init__.py:143(_close)
        1    0.000    0.000    0.000    0.000 utils.py:10(CachedDnsName)
        2    0.000    0.000    0.000    0.000 optparse.py:1313(_get_all_options)
        1    0.000    0.000    0.000    0.000 SocketServer.py:623(ThreadingUnixDatagramServer)
        1    0.000    0.000    0.000    0.000 transaction.py:25(TransactionManagementError)
        1    0.000    0.000    0.000    0.000 request.py:30(UnreadablePostError)
        1    0.000    0.000    0.000    0.000 base.py:114(Deserializer)
        1    0.000    0.000    0.000    0.000 BaseHTTPServer.py:102(HTTPServer)
        1    0.000    0.000    0.000    0.000 errors.py:29(CharsetError)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 _exceptions.py:115(SAXNotSupportedException)
        1    0.000    0.000    0.000    0.000 files.py:138(FileDescriptor)
        1    0.000    0.000    0.000    0.000 paginator.py:11(PageNotAnInteger)
        1    0.000    0.000    0.000    0.000 base.py:97(Origin)
        1    0.000    0.000    0.000    0.000 __init__.py:31(NOT_PROVIDED)
        1    0.000    0.000    0.000    0.000 base.py:1016(Empty)
        1    0.000    0.000    0.000    0.000 __init__.py:1318(BaseDatabaseClient)
        1    0.000    0.000    0.000    0.000 models.py:52(Meta)
        1    0.000    0.000    0.000    0.000 proxy.py:8(OrderWrt)
        5    0.000    0.000    0.000    0.000 models.py:122(is_method)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(SAXReaderNotAvailable)
        1    0.000    0.000    0.000    0.000 config.py:285(ConvertingMixin)
        1    0.000    0.000    0.000    0.000 query.py:913(InstanceCheckMeta)
        1    0.000    0.000    0.000    0.000 base.py:12(SerializationError)
        1    0.000    0.000    0.000    0.000 __init__.py:108(SyntaxErr)
        2    0.000    0.000    0.000    0.000 models.py:258(__str__)
        1    0.000    0.000    0.000    0.000 loader_tags.py:157(IncludeNode)
        1    0.000    0.000    0.000    0.000 case.py:241(setUpClass)
        1    0.000    0.000    0.000    0.000 response.py:520(Http404)
        1    0.000    0.000    0.000    0.000 tests.py:2325(CompoundDatatypeMemberTests)
